Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
36705,31,1,1,0,0,0,0,0,0,0,0,0,0,2,217421,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32258.06452,32258.06452,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,136,296,0,32,0,0,0,0,0,0,0,0,BENIGN
80,39507390,17,1,975,0,345,0,57.35294118,127.864157,0,0,0,0,24.67892716,0.455610963,2323964.118,6276121.399,19200000,3,39500000,2468287.188,6452749.639,19200000,3,0,0,0,0,0,0,0,0,0,556,40,0.430299243,0.02531172,0,345,51.31578947,121.9002564,14859.67251,0,1,0,0,0,0,0,0,0,54.16666667,57.35294118,0,0,0,0,0,0,0,17,975,1,0,-1,29200,3,0,686514.5,710305.0252,1188776,184253,19000000,261908.1091,19200000,18800000,DoS Hulk
80,45104125,9,1,241,0,168,0,26.77777778,53.54152075,0,0,0,0,5.343192003,0.221709212,5011569.444,9181740.316,25884099,3,45101477,5637684.625,9608102.132,25884099,3,0,0,0,0,0,0,0,0,0,288,40,0.199538291,0.022170921,0,168,21.90909091,49.09878725,2410.690909,0,1,0,0,0,0,0,0,0,24.1,26.77777778,0,0,0,0,0,0,0,9,241,1,0,-1,29200,6,0,198771.5,15441.09078,209690,187853,20235645,7988120.253,25884099,14587191,DoS slowloris
80,47397641,11,9,1042,2044,497,0,94.72727273,198.897004,1003,2,227.1111111,439.889601,262662,42165,2494612.684,4214510.452,10022522,24,47397641,4739764.1,4889625.836,10046478,708,41048399,5131049.875,5265932.465,10103659,25126,0,0,0,0,232,184,0.232079061,0.189882868,0,1003,146.952381,320.3942066,102652.4476,0,0,0,1,0,0,0,0,0,154.3,94.72727273,227.1111111,0,0,0,0,0,0,11,1042,9,2044,8192,8190,10,20,237785.8,478254.8044,1093314,23862,9241742.4,1631958.632,10022522,6325448,BENIGN
53,60816,2,2,98,316,49,49,49,0,158,158,158,0,269007,218508,20272,35068.8396,60766,3,3,3,0,3,3,47,47,0,47,47,0,0,0,0,64,40,32.88608261,32.88608261,49,158,92.6,59.70175877,3564.3,0,0,0,0,0,0,0,0,1,115.75,49,158,0,0,0,0,0,0,2,98,2,316,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,159037,6,1,311,0,311,0,51.83333333,126.9652183,0,0,0,0,1955.519785,44.01491477,26506.16667,47173.91689,121891,3,140459,28091.8,52562.97457,121891,3,0,0,0,0,0,0,0,0,0,216,40,37.7270698,6.287844967,0,311,38.875,109.9551045,12090.125,0,1,0,0,0,0,0,0,0,44.42857143,51.83333333,0,0,0,0,0,0,0,6,311,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,81947887,4,1,306,0,306,0,76.5,153,0,0,0,0,3.734080416,0.061014386,20500000,41000000,81900000,1815,81900000,27300000,47300000,81900000,1815,0,0,0,0,0,0,0,0,0,128,40,0.048811509,0.012202877,0,306,51,124.9239769,15606,0,1,0,0,0,0,0,0,0,61.2,76.5,0,0,0,0,0,0,0,4,306,1,0,-1,29200,1,0,8358,0,8358,8358,81900000,0,81900000,81900000,DoS Hulk
53,37264,1,1,43,78,43,43,43,0,78,78,78,0,159692,203977,37264,0,37264,37264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,26.83555174,26.83555174,43,78,54.66666667,20.20725942,408.3333333,0,0,0,0,0,0,0,0,1,82,43,78,0,0,0,0,0,0,1,43,1,78,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,515549,3,1,333,0,333,0,111,192.2576396,0,0,0,0,645.9133855,7.758719346,171849.6667,144078.2645,255661,5484,261145,130572.5,176901.8532,255661,5484,0,0,0,0,0,0,0,0,0,96,40,5.819039509,1.939679836,0,333,66.6,148.9221273,22177.8,0,1,0,0,0,0,0,0,0,83.25,111,0,0,0,0,0,0,0,3,333,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
53,431,1,1,51,112,51,51,51,0,112,112,112,0,180137,195119,431,0,431,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2320.185615,2320.185615,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107,51,112,0,0,0,0,0,0,1,51,1,112,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,71419234,26,26,2996,1394,687,0,115.2307692,200.4090432,450,0,53.61538462,89.4427535,254209,60206,1400377.137,8262209.232,58281710,0,71341719,2853668.76,11750813.18,58318441,0,71382317,2855292.68,11754347.69,58318346,1,0,0,0,0,840,840,0.36404759,0.36404759,0,687,82.83018868,155.6896242,24239.25907,0,0,0,1,0,0,0,0,1,84.42307692,115.2307692,53.61538462,0,0,0,0,0,0,26,2996,26,1394,29200,389,14,32,1147138,1510787.378,2215426,78850,34488124,33649212.02,58281710,10694538,BENIGN
80,4955,1,1,0,0,0,0,0,0,0,0,0,0,0,403.6326942,4955,0,4955,4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,201.8163471,201.8163471,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
80,244073,2,1,346,0,346,0,173,244.6589463,0,0,0,0,1417.608666,12.29140462,122036.5,144953.3546,224534,19539,224534,224534,0,224534,224534,0,0,0,0,0,0,0,0,0,64,40,8.194269747,4.097134874,0,346,86.5,173,29929,0,1,0,0,0,0,0,0,0,115.3333333,173,0,0,0,0,0,0,0,2,346,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,3241795,8,1,345,0,345,0,43.125,121.9759198,0,0,0,0,106.4225221,2.776239707,405224.375,1052916.586,3004970,1,236825,33832.14286,77707.47873,209815,1,0,0,0,0,0,0,0,0,0,312,40,2.467768628,0.308471079,0,345,34.5,109.0985793,11902.5,0,1,0,0,0,0,0,0,0,38.33333333,43.125,0,0,0,0,0,0,0,8,345,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,54454186,10,1,233,0,168,0,23.3,51.33777037,0,0,0,0,4.278826241,0.202004672,5445418.6,10592494.35,32356486,681,54453129,6050347.667,11050304.88,32356486,681,0,0,0,0,0,0,0,0,0,320,40,0.183640611,0.018364061,0,168,19.41666667,47.31414998,2238.628788,0,1,0,0,0,0,0,0,0,21.18181818,23.3,0,0,0,0,0,0,0,10,233,1,0,-1,29200,6,0,318132.5,395778.272,597990,38275,17788318.33,13355908.55,32356486,6121694,DoS slowloris
443,439195,13,8,877,4676,405,0,67.46153846,126.5718606,1448,0,584.5,651.7808571,37540,195840,21959.75,60717.77997,273188,3,439195,36599.58333,76869.16472,273188,3,402095,57442.14286,110976.7039,306487,55,0,0,0,0,428,264,29.59960837,18.21514362,0,1448,252.4090909,465.8137436,216982.4437,0,0,0,1,0,0,0,0,0,264.4285714,67.46153846,584.5,0,0,0,0,0,0,13,877,8,4676,65535,62,6,32,0,0,0,0,0,0,0,0,BENIGN
80,103378413,24,1,2223,0,404,0,92.625,164.7851863,0,0,0,0,21.50352221,0.241829984,4307433.875,16000000,78700000,3,103000000,4494594.217,16300000,78700000,3,0,0,0,0,0,0,0,0,0,796,40,0.232156785,0.009673199,0,404,85.5,160.0480553,25615.38,0,1,0,0,0,0,0,0,0,88.92,92.625,0,0,0,0,0,0,0,24,2223,1,0,-1,29200,6,0,1233896.5,355023.4656,1484936,982857,30900000,41400000,78700000,6010331,DoS Hulk
80,54867332,9,1,388,0,168,0,43.11111111,71.13621519,0,0,0,0,7.07160319,0.182257814,6096370.222,11910761.45,35435774,3,54866051,6858256.375,12496491.11,35435774,3,0,0,0,0,0,0,0,0,0,288,40,0.164032033,0.018225781,0,168,35.27272727,65.97285943,4352.418182,0,1,0,0,0,0,0,0,0,38.8,43.11111111,0,0,0,0,0,0,0,9,388,1,0,-1,29200,6,0,120576.5,116987.2814,203299,37854,18142390,15522583.43,35435774,5414675,DoS slowloris
53,207,2,2,70,264,35,35,35,0,132,132,132,0,71607,127428,69,77.65951326,155,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,9661.835749,9661.835749,35,132,73.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,92.25,35,132,0,0,0,0,0,0,2,70,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,68673,12,7,1196,4037,917,0,99.66666667,260.7204471,1397,0,576.7142857,681.7608853,286487,158878,3815.166667,6121.074158,15119,3,68673,6243,8703.561271,23610,3,41247,6874.5,7604.670848,15807,48,0,0,0,0,264,152,174.7411646,101.932346,0,1397,261.65,492.8273184,242878.7658,0,0,0,1,0,0,0,0,0,275.4210526,99.66666667,576.7142857,0,0,0,0,0,0,12,1196,7,4037,65535,32,11,20,0,0,0,0,0,0,0,0,BENIGN
53,33319,2,2,94,474,47,47,47,0,237,237,237,0,77573,99551,11106.33333,19233.26954,33315,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,40,40,60.0258111,60.0258111,47,237,123,104.0672859,10830,0,0,0,0,0,0,0,0,1,153.75,47,237,0,0,0,0,0,0,2,94,2,474,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,1023495,8,1,324,0,324,0,40.5,114.5512986,0,0,0,0,316.5623672,8.793399088,127936.875,268319.279,765775,3321,1017856,145408,284860.5497,765775,3321,0,0,0,0,0,0,0,0,0,328,40,7.816354745,0.977044343,0,324,32.4,102.4577962,10497.6,0,1,0,0,0,0,0,0,0,36,40.5,0,0,0,0,0,0,0,8,324,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
53,234,2,2,86,222,43,43,43,0,111,111,111,0,43107,121275,78,95.59811714,185,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,64,64,8547.008547,8547.008547,43,111,70.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,87.75,43,111,0,0,0,0,0,0,2,86,2,222,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,202954,5,1,341,0,341,0,68.2,152.4998361,0,0,0,0,1680.183687,29.56334933,40590.8,57352.53091,140712,7,167964,41991,66126.24291,140712,7,0,0,0,0,0,0,0,0,0,196,40,24.63612444,4.927224888,0,341,48.71428571,128.8858853,16611.57143,0,1,0,0,0,0,0,0,0,56.83333333,68.2,0,0,0,0,0,0,0,5,341,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,41825025,18,1,664,0,353,0,36.88888889,107.6037879,0,0,0,0,15.87566296,0.454273488,2323612.5,6420043.135,20100000,2,41800000,2460294.588,6590578.15,20100000,2,0,0,0,0,0,0,0,0,0,636,20,0.430364357,0.023909131,0,353,33.2,102.4143288,10488.69474,0,0,1,0,0,0,0,0,0,34.94736842,36.88888889,0,0,0,0,0,0,0,18,664,1,0,-1,0,2,0,326893.5,165534.4046,443944,209843,20000000,167906.0407,20100000,19800000,DoS Hulk
53,30338,1,1,49,114,49,49,49,0,114,114,114,0,234482,218717,30338,0,30338,30338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32.9619619,32.9619619,49,114,70.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,106,49,114,0,0,0,0,0,0,1,49,1,114,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,54290763,8,1,379,0,168,0,47.375,74.81011677,0,0,0,0,6.980929703,0.165774056,6786345.375,11457075.14,32037499,5,54289659,7755665.571,12015513.74,32037499,5,0,0,0,0,0,0,0,0,0,256,40,0.147354717,0.01841934,0,168,37.9,68.93386525,4751.877778,0,1,0,0,0,0,0,0,0,42.11111111,47.375,0,0,0,0,0,0,0,8,379,1,0,-1,29200,5,0,121326,115155.1677,202753,39899,18016037,12520248.97,32037499,7954800,DoS slowloris
52955,51,1,1,0,0,0,0,0,0,0,0,0,0,2,182223,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,192,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
53,567268,2,2,78,142,39,39,39,0,71,71,71,0,183537,221892,189089.3333,327506.2703,567261,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,3.525670406,3.525670406,39,71,51.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,64.75,39,71,0,0,0,0,0,0,2,78,2,142,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,189609,7,1,366,0,366,0,52.28571429,138.3349971,0,0,0,0,1930.288119,42.19209004,27087,58623.26465,159089,2,172291,28715.16667,64044.95925,159089,2,0,0,0,0,0,0,0,0,0,224,40,36.91807878,5.274011255,0,366,40.66666667,122,14884,0,1,0,0,0,0,0,0,0,45.75,52.28571429,0,0,0,0,0,0,0,7,366,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,15,2,0,12,0,6,6,6,0,0,0,0,0,294431,106909,15,0,15,15,15,15,0,15,15,0,0,0,0,0,0,0,0,0,40,0,133333.3333,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,60306,1,1,53,166,53,53,53,0,166,166,166,0,175054,173534,60306,0,60306,60306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.58209797,16.58209797,53,166,90.66666667,65.24058042,4256.333333,0,0,0,0,0,0,0,0,1,136,53,166,0,0,0,0,0,0,1,53,1,166,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,85325,10,5,713,479,469,0,71.3,147.2873609,341,0,95.8,149.5299301,50556,121872,6094.642857,9084.600873,23440,4,85325,9480.555556,11081.51989,24301,4,54159,13539.75,13186.82861,25116,391,0,0,0,0,332,168,117.1989452,58.5994726,0,469,74.5,139.6662689,19506.66667,0,0,0,1,0,0,0,0,0,79.46666667,71.3,95.8,0,0,0,0,0,0,10,713,5,479,65535,972,5,32,0,0,0,0,0,0,0,0,BENIGN
80,3221293,4,1,281,0,281,0,70.25,140.5,0,0,0,0,87.23205247,1.552171752,805323.25,1474806.792,3014241,1233,207052,69017.33333,98509.85563,182018,1233,0,0,0,0,0,0,0,0,0,136,40,1.241737402,0.31043435,0,281,46.83333333,114.7177696,13160.16667,0,1,0,0,0,0,0,0,0,56.2,70.25,0,0,0,0,0,0,0,4,281,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,9386,2,1,0,0,0,0,0,0,0,0,0,0,0,319.6249734,4693,6632.661608,9383,3,9383,9383,0,9383,9383,0,0,0,0,0,0,0,0,0,40,20,213.0833156,106.5416578,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
53,106619168,2,2,107,343,56,51,53.5,3.535533906,207,136,171.5,50.20458146,188515,2255,35539722.67,61410362.98,106450267,23553,106595615,106595615,0,106595615,106595615,106473820,106473820,0,106473820,106473820,0,0,0,0,64,72,0.018758353,0.018758353,51,207,101.2,68.93982884,4752.7,0,0,0,0,0,0,0,0,1,126.5,53.5,171.5,0,0,0,0,0,0,2,107,2,343,-1,-1,1,32,145348,0,145348,145348,106450267,0,106450267,106450267,BENIGN
80,724506,10,1,346,0,346,0,34.6,109.414807,0,0,0,0,477.5667834,15.18275901,72450.6,160714.9263,497686,1,701892,77988,169449.0837,497686,1,0,0,0,0,0,0,0,0,0,392,40,13.80250819,1.380250819,0,346,28.83333333,99.88159657,9976.333333,0,1,0,0,0,0,0,0,0,31.45454545,34.6,0,0,0,0,0,0,0,10,346,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,76771516,8,1,210,0,168,0,26.25,57.78469891,0,0,0,0,2.735389516,0.117230979,9596439.5,13816992.99,35636103,4,76770696,10967242.29,14324428.15,35636103,4,0,0,0,0,0,0,0,0,0,280,40,0.104205315,0.013025664,0,168,21,52.14935815,2719.555556,0,1,0,0,0,0,0,0,0,23.33333333,26.25,0,0,0,0,0,0,0,8,210,1,0,-1,29200,4,0,1214243,1714048.051,2426258,2228,24781010,10604766.51,35636103,14445685,DoS slowloris
80,52677032,9,1,230,0,168,0,25.55555556,54.06965672,0,0,0,0,4.366229289,0.189836056,5853003.556,8515639.41,20568930,4,51678782,6459847.75,8893129.012,20568930,4,0,0,0,0,0,0,0,0,0,296,40,0.17085245,0.018983606,0,168,20.90909091,49.45392714,2445.690909,0,1,0,0,0,0,0,0,0,23,25.55555556,0,0,0,0,0,0,0,9,230,1,0,-1,29200,5,0,1019402,1389928.687,2002230,36574,16879409.33,3981746.93,20568930,12658752,DoS slowloris
80,41754347,22,1,666,0,347,0,30.27272727,98.07877389,0,0,0,0,15.95043505,0.55084085,1897924.864,8796270.025,41300000,2,41700000,1987719.905,9003156.442,41300000,2,0,0,0,0,0,0,0,0,0,824,40,0.526891248,0.023949602,0,347,27.75,94.10643835,8856.021739,0,1,0,0,0,0,0,0,0,28.95652174,30.27272727,0,0,0,0,0,0,0,22,666,1,0,-1,29200,2,0,258378,0,258378,258378,41300000,0,41300000,41300000,DoS Hulk
80,436562,7,1,690,0,345,0,98.57142857,168.3427626,0,0,0,0,1580.531517,18.32500309,62366,99734.65524,209576,5,433847,72307.83333,105385.6979,209576,5,0,0,0,0,0,0,0,0,0,212,40,16.03437771,2.290625387,0,345,76.66666667,152.1307004,23143.75,0,1,0,0,0,0,0,0,0,86.25,98.57142857,0,0,0,0,0,0,0,7,690,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
80,1687617,9,1,710,0,355,0,78.88888889,156.5402859,0,0,0,0,420.7115714,5.92551509,187513,327558.726,1017381,2,670236,83779.5,109277.9825,238318,2,0,0,0,0,0,0,0,0,0,344,40,5.332963581,0.592551509,0,355,64.54545455,143.6045707,20622.27273,0,1,0,0,0,0,0,0,0,71,78.88888889,0,0,0,0,0,0,0,9,710,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
53,205167,1,1,44,149,44,44,44,0,149,149,149,0,318164,240010,205167,0,205167,205167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.87407819,4.87407819,44,149,79,60.62177826,3675,0,0,0,0,0,0,0,0,1,118.5,44,149,0,0,0,0,0,0,1,44,1,149,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,245,2,2,176,432,88,88,88,0,216,216,216,0,125915,118003,81.66666667,96.25140692,190,6,49,49,0,49,49,6,6,0,6,6,0,0,0,0,64,64,8163.265306,8163.265306,88,216,139.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,174,88,216,0,0,0,0,0,0,2,176,2,432,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,113753,11,7,1110,4575,869,0,100.9090909,258.5325722,1541,0,653.5714286,774.2785582,221635,114682,6691.352941,12192.48857,32347,3,113753,11375.3,16774.73527,37889,3,76416,12736,15871.21845,33020,51,0,0,0,0,364,232,96.70074635,61.53683859,0,1541,299.2105263,561.0764039,314806.731,0,0,0,1,0,0,0,0,0,315.8333333,100.9090909,653.5714286,0,0,0,0,0,0,11,1110,7,4575,65535,63,5,32,0,0,0,0,0,0,0,0,BENIGN
80,22878115,16,1,1053,0,367,0,65.8125,141.5830587,0,0,0,0,46.02651923,0.743068212,1429882.188,3613851.111,13500000,2,22900000,1523768.267,3720438.672,13500000,2,0,0,0,0,0,0,0,0,0,516,40,0.699358317,0.043709895,0,367,58.5,134.6862367,18140.38235,0,1,0,0,0,0,0,0,0,61.94117647,65.8125,0,0,0,0,0,0,0,16,1053,1,0,-1,29200,3,0,225724,39168.05882,253420,198028,9978129.5,5026692.707,13500000,6423721,DoS Hulk
53,110603131,2,2,109,181,56,53,54.5,2.121320344,112,69,90.5,30.40559159,99888,1987,36867710.33,63595507.73,110301380,47324,110555807,110555807,0,110555807,110555807,110348704,110348704,0,110348704,110348704,0,0,0,0,52,52,0.018082671,0.018082671,53,112,68.6,25.14557615,632.3,0,0,0,0,0,0,0,0,1,85.75,54.5,90.5,0,0,0,0,0,0,2,109,2,181,-1,-1,1,20,254427,0,254427,254427,110301380,0,110301380,110301380,BENIGN
80,248265,3,1,328,0,328,0,109.3333333,189.3708883,0,0,0,0,1321.168912,16.111816,82755,128451.1843,231004,4583,235587,117793.5,160103.8245,231004,4583,0,0,0,0,0,0,0,0,0,108,40,12.083862,4.027954001,0,328,65.6,146.6860593,21516.8,0,1,0,0,0,0,0,0,0,82,109.3333333,0,0,0,0,0,0,0,3,328,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,158177,7,1,291,0,291,0,41.57142857,109.9876616,0,0,0,0,1839.71121,50.57625318,22596.71429,49924.98786,135513,2,147396,24566,54391.44575,135513,2,0,0,0,0,0,0,0,0,0,284,40,44.25422154,6.322031648,0,291,32.33333333,97,9409,0,1,0,0,0,0,0,0,0,36.375,41.57142857,0,0,0,0,0,0,0,7,291,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
53,163,2,2,46,46,23,23,23,0,23,23,23,0,241799,153387,54.33333333,93.24340906,162,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,64,12269.93865,12269.93865,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,20064005,12,1,678,0,343,0,56.5,131.9665936,0,0,0,0,33.79185761,0.647926473,1672000.417,5610483.145,19500000,1,19800000,1801660.273,5865437.671,19500000,1,0,0,0,0,0,0,0,0,0,480,40,0.598085975,0.049840498,0,343,48.42857143,123.1132776,15156.87912,0,1,0,0,0,0,0,0,0,52.15384615,56.5,0,0,0,0,0,0,0,12,678,1,0,-1,29200,2,0,414522,0,414522,414522,19500000,0,19500000,19500000,DoS Hulk
80,83108709,16,1,1548,0,188,0,96.75,91.92279369,0,0,0,0,18.62620679,0.204551367,5194294.313,7386222.111,21829344,3,83107927,5540528.467,7509866.913,21829344,3,0,0,0,0,0,0,0,0,0,512,40,0.192518933,0.012032433,0,188,86,91.84001435,8434.588235,0,1,0,0,0,0,0,0,0,91.05882353,96.75,0,0,0,0,0,0,0,16,1548,1,0,-1,29200,13,0,2258832,3707720.426,6539167,39671,12722035.5,7274556.254,21829344,5802907,DoS slowloris
80,2239723,9,1,369,0,369,0,41,123,0,0,0,0,164.7525163,4.464837839,248858.1111,666411.7748,2020107,12,219616,27452,57754.74492,167367,12,0,0,0,0,0,0,0,0,0,368,40,4.018354055,0.446483784,0,369,33.54545455,111.2576861,12378.27273,0,1,0,0,0,0,0,0,0,36.9,41,0,0,0,0,0,0,0,9,369,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,61370794,10,1,239,0,168,0,23.9,51.24331935,0,0,0,0,3.894360565,0.179238352,6137079.4,9398201.639,20965063,4,60372154,6708017.111,9782627.83,20965063,4,0,0,0,0,0,0,0,0,0,328,40,0.162943957,0.016294396,0,168,19.91666667,47.27570649,2234.992424,0,1,0,0,0,0,0,0,0,21.72727273,23.9,0,0,0,0,0,0,0,10,239,1,0,-1,29200,6,0,1019713.5,1390046.774,2002625,36802,19709406,1441148.904,20965063,18135848,DoS slowloris
61501,107,1,1,0,0,0,0,0,0,0,0,0,0,2,124751,107,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9345.794393,9345.794393,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,110,33304,0,32,0,0,0,0,0,0,0,0,BENIGN
80,83920705,17,1,1041,0,379,0,61.23529412,137.7554579,0,0,0,0,12.40456691,0.214488189,4936512.059,19400000,80000000,2,83900000,5243435.188,19900000,80000000,2,0,0,0,0,0,0,0,0,0,608,40,0.202572178,0.01191601,0,379,54.78947368,131.3043872,17240.84211,0,1,0,0,0,0,0,0,0,57.83333333,61.23529412,0,0,0,0,0,0,0,17,1041,1,0,-1,29200,3,0,723912,0,723912,723912,80000000,0,80000000,80000000,DoS Hulk
443,5330612,9,6,354,4867,197,0,39.33333333,72.21668782,1713,0,811.1666667,805.7782367,323327,139780,380758,1379421.887,5173097,6,5330612,666326.5,1821207.803,5173097,72,84302,16860.4,20935.18269,45514,50,0,0,0,0,296,200,1.688361486,1.125574324,0,1713,326.3125,608.0739778,369753.9625,0,0,0,1,0,0,0,0,0,348.0666667,39.33333333,811.1666667,0,0,0,0,0,0,9,354,6,4867,29200,60,3,32,157443,0,157443,157443,5173097,0,5173097,5173097,BENIGN
80,191964,7,1,291,0,291,0,41.57142857,109.9876616,0,0,0,0,1515.909233,41.67448063,27423.42857,64965.51092,174542,2,181590,30265,70688.01238,174542,2,0,0,0,0,0,0,0,0,0,236,40,36.46517055,5.209310079,0,291,32.33333333,97,9409,0,1,0,0,0,0,0,0,0,36.375,41.57142857,0,0,0,0,0,0,0,7,291,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,5542519,3,1,12,0,6,0,4,3.464101615,0,0,0,0,96495,59748,1847506.333,3186788.138,5527282,74,5542519,2771259.5,3897604.398,5527282,15237,0,0,0,0,0,0,0,0,0,72,32,0.541270134,0.180423378,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN
